City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
392,Sabha,27.0377,14.4283,75.04,18,84,19.69,LY,2021-03-13 10:03:32
393,Oni,42.5794,43.4425,38.71,56,20,3.65,GE,2021-03-13 10:03:32
394,Uvalde,29.3669,-99.767,70.0,100,90,9.22,US,2021-03-13 10:03:32
395,Constitucion,-35.3333,-72.4167,56.97,67,0,2.73,CL,2021-03-13 10:03:33
396,Kimberley,-28.7323,24.7623,86.0,37,0,10.36,ZA,2021-03-13 10:03:33
397,Tongliao,43.6125,122.2653,46.09,38,0,5.1,CN,2021-03-13 10:02:39
398,Chara,56.9064,118.2631,24.22,81,75,5.88,RU,2021-03-13 10:03:33
399,Walvis Bay,-22.9575,14.5053,68.0,68,0,5.75,NA,2021-03-13 10:03:33
400,Takoradi,4.8845,-1.7554,85.01,72,99,8.77,GH,2021-03-13 10:02:12
401,Kutum,14.2,24.6667,90.77,10,4,15.86,SD,2021-03-13 10:03:34
402,Somanda,-3.3667,33.95,84.49,42,92,5.3,TZ,2021-03-13 10:03:34
403,Krasnoselkup,65.7,82.4667,0.9,80,99,23.44,RU,2021-03-13 10:03:35
404,Douglas,41.3,-96.167,42.8,61,90,5.75,US,2021-03-13 10:03:35
405,Bowen,-20.0167,148.2333,78.8,78,0,4.61,AU,2021-03-13 10:03:35
406,Ixtapa,20.7,-105.2,68.0,85,0,1.01,MX,2021-03-13 10:03:35
407,Victor Harbor,-35.5667,138.6167,63.0,59,49,15.26,AU,2021-03-13 10:03:35
408,Manoel Urbano,-8.8389,-69.2597,68.29,97,6,0.83,BR,2021-03-13 10:03:35
409,Waipawa,-41.4122,175.5153,57.2,72,1,3.44,NZ,2021-03-13 10:03:35
410,Aguimes,27.9054,-15.4461,66.2,55,75,19.57,ES,2021-03-13 10:03:35
411,Canton,23.1167,113.25,80.01,65,75,4.47,CN,2021-03-13 10:00:28
412,Fremont,37.5483,-121.9886,50.0,87,1,2.04,US,2021-03-13 10:03:36
413,Tokur,53.1333,132.9,21.4,97,99,3.87,RU,2021-03-13 10:03:36
414,Valparaiso,-33.0393,-71.6273,59.0,88,75,5.75,CL,2021-03-13 10:03:36
415,Dingle,10.9995,122.6711,75.96,93,100,6.58,PH,2021-03-13 10:03:36
416,Manzanillo,20.3433,-77.1167,68.16,89,0,11.05,CU,2021-03-13 10:03:36
417,Sokol,59.4617,40.1206,25.14,84,100,15.41,RU,2021-03-13 10:03:36
418,Vitim,59.4511,112.5578,19.92,83,52,10.09,RU,2021-03-13 10:03:36
419,Bara,10.3744,10.7288,91.4,43,1,16.11,NG,2021-03-13 10:03:37
420,Palazzolo Acreide,37.0623,14.9035,59.0,72,20,4.61,IT,2021-03-13 10:03:37
421,Seidu,9.0167,-10.6,84.42,56,68,0.65,SL,2021-03-13 10:03:37
422,Conceicao Do Almeida,-12.7794,-39.17,72.45,81,41,2.68,BR,2021-03-13 10:03:37
423,Otse,-25.0167,25.7333,78.8,53,40,9.22,BW,2021-03-13 10:03:37
424,Henties Bay,-22.116,14.2845,64.99,88,0,5.01,NA,2021-03-13 10:03:37
425,Kinshasa,-4.3246,15.3215,84.2,61,40,3.44,CD,2021-03-13 09:59:02
426,Nemuro,43.3236,145.575,32.0,80,75,8.05,JP,2021-03-13 10:02:14
427,Nanao,37.05,136.9667,50.0,100,75,9.22,JP,2021-03-13 10:03:38
428,Menongue,-14.6585,17.691,82.02,46,54,7.63,AO,2021-03-13 10:03:38
429,Neiafu,-18.65,-173.9833,80.64,71,10,7.2,TO,2021-03-13 10:03:38
430,Williams Lake,52.1415,-122.1445,39.0,65,90,14.97,CA,2021-03-13 10:03:38
431,Port Augusta,-32.5,137.7667,64.4,52,66,19.57,AU,2021-03-13 10:03:38
432,Biguacu,-27.4942,-48.6556,75.0,94,20,3.44,BR,2021-03-13 10:03:38
433,Yeppoon,-23.1333,150.7333,80.6,69,3,5.75,AU,2021-03-13 10:03:38
434,Gatesville,31.4352,-97.7439,66.2,88,75,5.75,US,2021-03-13 10:03:39
435,Pinega,64.7001,43.3936,17.28,86,100,9.98,RU,2021-03-13 10:03:39
436,San Jose,37.3394,-121.895,45.0,87,1,1.48,US,2021-03-13 10:03:39
437,Rastu,43.8833,23.2833,44.01,87,75,5.75,RO,2021-03-13 10:03:39
438,Tutoia,-2.7619,-42.2744,77.0,89,95,8.68,BR,2021-03-13 10:03:39
439,Chardara,41.2547,67.9692,43.92,90,100,11.41,KZ,2021-03-13 10:03:39
440,Verkhnetulomskiy,68.6073,31.7962,24.8,63,40,4.47,RU,2021-03-13 10:03:39
441,Nortelandia,-14.4547,-56.8028,70.59,92,100,1.95,BR,2021-03-13 10:03:39
442,Pasighat,28.0667,95.3333,87.75,33,5,3.02,IN,2021-03-13 10:02:10
443,Talaya,61.3833,152.75,-8.63,92,100,4.72,RU,2021-03-13 10:03:40
444,Pangnirtung,66.1451,-65.7125,-12.66,96,86,1.52,CA,2021-03-13 10:03:40
445,Porto Novo,6.4965,2.6036,82.4,78,20,6.91,BJ,2021-03-13 10:03:40
446,San Felice Sul Panaro,44.8332,11.1426,55.99,76,13,7.0,IT,2021-03-13 10:03:40
447,Tessalit,20.1986,1.0114,71.73,39,0,11.92,ML,2021-03-13 10:03:40
448,Socorro,31.6546,-106.3033,57.99,19,20,6.91,US,2021-03-13 09:59:58
449,Muyezerskiy,63.9333,31.65,24.49,92,96,5.08,RU,2021-03-13 10:03:41
450,Purpe,64.4803,76.6897,17.89,90,100,22.39,RU,2021-03-13 10:03:41
451,Yelizovo,53.1873,158.3805,17.6,49,0,13.42,RU,2021-03-13 10:03:41
452,Lebu,-37.6167,-73.65,54.66,82,0,8.28,CL,2021-03-13 10:03:41
453,Harnosand,62.6323,17.9379,33.8,93,90,5.75,SE,2021-03-13 10:03:41
454,Saint Anthony,45.0205,-93.218,35.6,74,1,3.44,US,2021-03-13 10:03:41
455,Goumenissa,40.9439,22.4442,60.01,68,97,1.01,GR,2021-03-13 10:03:41
456,Ust-Nera,64.5667,143.2,-20.16,96,63,4.29,RU,2021-03-13 10:03:42
457,Tempio Pausania,40.8974,9.1035,60.8,48,20,18.41,IT,2021-03-13 10:03:42
458,Gannan,47.9147,123.5031,47.12,26,0,8.66,CN,2021-03-13 10:03:42
459,Polunochnoye,60.8697,60.4153,23.25,65,0,10.4,RU,2021-03-13 10:03:42
460,West Bay,19.3667,-81.4167,77.0,75,22,4.0,KY,2021-03-13 10:03:43
461,Seondha,26.1578,78.7797,89.87,20,0,6.17,IN,2021-03-13 10:03:43
462,Nemencine,54.85,25.4833,42.01,75,0,16.11,LT,2021-03-13 10:03:43
463,Laguna,38.421,-121.4238,44.6,70,1,0.96,US,2021-03-13 10:03:43
464,Sibolga,1.7427,98.7792,82.6,76,95,2.59,ID,2021-03-13 10:03:43
465,Concarneau,47.875,-3.9225,48.2,87,75,16.11,FR,2021-03-13 10:03:43
466,Flagstaff,35.1981,-111.6513,25.0,86,90,3.44,US,2021-03-13 10:03:43
467,Aasiaat,68.7098,-52.8699,2.7,90,99,5.14,GL,2021-03-13 10:03:43
468,Swift Current,50.2834,-107.8014,32.0,69,1,9.22,CA,2021-03-13 10:03:43
469,Nioro,13.35,-15.75,84.31,12,34,13.96,GM,2021-03-13 10:03:44
470,Panaba,21.2833,-88.2667,65.08,91,0,4.0,MX,2021-03-13 10:03:44
471,Whitehorse,60.7161,-135.0538,1.4,66,90,11.5,CA,2021-03-13 10:03:44
472,Mandurah,-32.55,115.7,78.01,37,0,11.07,AU,2021-03-13 10:00:07
473,Upernavik,72.7868,-56.1549,-3.69,58,3,3.85,GL,2021-03-13 10:03:44
474,Coihaique,-45.5752,-72.0662,47.8,96,84,4.65,CL,2021-03-13 10:03:45
475,Sur,22.5667,59.5289,94.35,24,0,13.24,OM,2021-03-13 10:03:45
476,Del Rio,29.3627,-100.8968,73.4,73,90,13.8,US,2021-03-13 10:03:45
477,Port Elizabeth,-33.918,25.5701,87.8,45,0,5.75,ZA,2021-03-13 09:58:48
478,Selikhino,50.3672,137.4996,30.07,86,17,15.35,RU,2021-03-13 10:03:45
479,Sancti Spiritus,21.9297,-79.4425,65.05,94,2,6.67,CU,2021-03-13 10:03:45
480,Vila Franca Do Campo,37.7167,-25.4333,59.0,94,75,11.5,PT,2021-03-13 10:03:45
481,Coracao De Jesus,-16.6853,-44.365,66.2,88,0,4.79,BR,2021-03-13 10:03:45
482,Inverell,-29.7833,151.1167,71.01,92,14,2.68,AU,2021-03-13 10:03:46
483,Helong,42.5397,128.9972,39.81,86,91,3.31,CN,2021-03-13 10:03:46
484,Sohag,26.557,31.6948,66.2,39,0,10.36,EG,2021-03-13 10:03:46
485,Plettenberg Bay,-34.0527,23.3716,78.58,53,71,8.97,ZA,2021-03-13 10:03:46
486,Ust-Ishim,57.6935,71.1665,19.24,86,85,11.34,RU,2021-03-13 10:03:46
487,Margate,51.3813,1.3862,48.0,58,38,8.99,GB,2021-03-13 10:03:46
488,Quatre Cocos,-20.2078,57.7625,87.8,66,40,11.5,MU,2021-03-13 10:03:46
489,Doha,25.2867,51.5333,80.6,24,0,24.16,QA,2021-03-13 10:03:42
490,Areia Branca,-4.9561,-37.1369,79.41,73,31,14.34,BR,2021-03-13 10:03:46
491,Sainte-Anne-Des-Monts,49.124,-66.4924,26.6,68,100,27.63,CA,2021-03-13 10:03:47
492,Matay,28.419,30.7792,71.26,27,0,14.99,EG,2021-03-13 10:03:47
493,Ca Mau,9.1769,105.15,87.33,46,53,12.12,VN,2021-03-13 10:00:47
494,Santiago Del Estero,-27.7951,-64.2615,71.49,54,99,4.52,AR,2021-03-13 10:03:47
495,Bindura,-17.3019,31.3306,78.01,49,9,3.0,ZW,2021-03-13 10:03:47
496,Misratah,32.3754,15.0925,62.78,53,100,6.17,LY,2021-03-13 10:03:47
497,Kanda,33.7833,130.9833,53.6,66,75,12.66,JP,2021-03-13 10:03:47
498,Kem,64.9555,34.5793,20.95,91,93,7.96,RU,2021-03-13 10:03:47
499,Addanki,15.8167,79.9833,95.09,24,0,13.2,IN,2021-03-13 10:00:03
500,Egvekinot,66.3167,-179.1667,26.08,96,100,18.21,RU,2021-03-13 10:03:48
501,Luena,-11.7833,19.9167,77.0,73,40,6.91,AO,2021-03-13 10:03:48
502,Lappeenranta,61.0587,28.1887,34.0,87,100,10.42,FI,2021-03-13 10:03:48
503,Benguela,-12.5763,13.4055,85.48,66,53,6.4,AO,2021-03-13 10:03:48
504,Togur,58.3631,82.8265,12.16,83,96,10.76,RU,2021-03-13 10:03:48
505,Kimbe,-5.5502,150.1429,78.69,86,100,2.01,PG,2021-03-13 10:03:48
506,Belmonte,-15.8631,-38.8828,69.8,88,20,4.61,BR,2021-03-13 10:03:48
507,Jinxiang,27.4327,120.6062,54.91,77,81,6.24,CN,2021-03-13 10:03:22
508,Grivenskaya,45.6473,38.176,44.76,45,15,9.13,RU,2021-03-13 10:03:48
509,Atasu,48.6814,71.6433,-1.26,88,100,12.03,KZ,2021-03-13 10:03:48
510,Illela,13.7292,5.2975,91.42,10,74,11.86,NG,2021-03-13 10:03:49
511,Niimi,34.9833,133.4667,48.0,87,40,3.44,JP,2021-03-13 10:03:49
512,Zanjan,36.6736,48.4787,28.4,86,20,6.91,IR,2021-03-13 10:03:49
513,Kangaatsiaq,68.3065,-53.4641,13.59,88,100,5.79,GL,2021-03-13 10:03:49
514,Goba,7.0167,39.9833,72.45,26,25,8.88,ET,2021-03-13 10:03:49
515,Atwater,37.3477,-120.6091,44.01,100,1,3.0,US,2021-03-13 10:03:49
516,Biryusinsk,55.9634,97.8235,17.94,88,100,5.48,RU,2021-03-13 10:03:49
517,Omboue,-1.5746,9.2618,89.01,60,100,1.23,GA,2021-03-13 10:03:49
518,Ouallam,14.3188,2.0866,87.19,11,1,16.22,NE,2021-03-13 10:03:49
519,Dunda,-8.1167,34.25,83.84,49,90,3.65,TZ,2021-03-13 10:03:50
520,Tak,16.5833,98.8333,96.8,30,20,4.61,TH,2021-03-13 10:03:50
521,Grants,35.1473,-107.8514,15.8,79,1,5.75,US,2021-03-13 10:03:50
522,Pandrup,57.2215,9.6757,42.8,81,40,13.8,DK,2021-03-13 10:03:50
523,Skanderborg,56.0399,9.9272,39.0,91,92,10.0,DK,2021-03-13 10:03:51
524,Kukmor,56.1855,50.8944,14.59,85,44,14.88,RU,2021-03-13 10:03:51
525,Zulueta,42.7451,-1.5793,52.0,75,20,1.14,ES,2021-03-13 10:03:51
526,Meadow Lake,34.8014,-106.5436,48.2,6,1,19.57,US,2021-03-13 10:03:51
527,Zeya,53.75,127.2667,30.88,98,78,3.47,RU,2021-03-13 10:03:51
528,Bogatyye Saby,56.0102,50.4483,12.94,88,59,14.94,RU,2021-03-13 10:03:51
529,Camana,-16.6228,-72.7111,70.56,89,4,7.63,PE,2021-03-13 10:03:51
530,Owando,-0.4819,15.8999,87.22,51,100,3.8,CG,2021-03-13 10:03:51
531,Yar-Sale,66.8333,70.8333,-12.51,81,88,5.23,RU,2021-03-13 10:03:51
532,Inhambane,-23.865,35.3833,83.71,66,8,11.65,MZ,2021-03-13 10:03:51
533,Srivardhan,18.0333,73.0167,88.84,37,67,15.35,IN,2021-03-13 10:03:52
534,Comodoro Rivadavia,-45.8667,-67.5,60.8,36,0,18.41,AR,2021-03-13 10:03:52
535,Karasburg,-28.0167,18.75,93.38,14,0,14.36,NA,2021-03-13 10:00:15
536,Oltina,44.1667,27.6667,50.0,46,100,1.99,RO,2021-03-13 10:03:52
537,Cambridge,43.3601,-80.3127,23.0,63,90,13.8,CA,2021-03-13 10:00:08
538,Bambanglipuro,-7.95,110.2833,80.51,69,96,7.81,ID,2021-03-13 10:03:52
539,Yerbogachen,61.2767,108.0108,13.68,84,100,12.06,RU,2021-03-13 10:03:52
540,Bud,39.447,-86.1758,39.99,65,90,8.32,US,2021-03-13 10:03:52
541,The Valley,18.217,-63.0578,75.2,83,20,2.3,AI,2021-03-13 10:00:04
542,Tono,39.3167,141.5333,42.8,81,75,10.36,JP,2021-03-13 10:03:52
543,Jalu,29.0331,21.5482,70.68,27,67,11.12,LY,2021-03-13 10:03:53
544,Makakilo City,21.3469,-158.0858,73.4,88,90,13.8,US,2021-03-13 10:03:53
545,Kobrinskoye,59.4225,30.1239,37.4,87,90,17.9,RU,2021-03-13 10:03:53
546,Mvomero,-6.25,38.6667,89.6,58,40,13.8,TZ,2021-03-13 10:03:53
547,Torrington,41.8007,-73.1212,27.0,57,0,14.0,US,2021-03-13 10:03:53
548,El Alto,-4.2714,-81.2147,73.62,74,99,8.08,PE,2021-03-13 10:03:53
549,Talara,-4.5772,-81.2719,75.81,76,98,7.56,PE,2021-03-13 10:03:53
550,Lao Cai,22.4833,103.95,81.99,62,24,4.52,VN,2021-03-13 10:03:53
551,Kaduqli,11.0167,29.7167,105.76,8,64,9.55,SD,2021-03-13 10:03:54
552,Bridlington,54.0831,-0.1919,41.0,86,100,7.0,GB,2021-03-13 10:03:55
553,Salinopolis,-0.6136,-47.3561,77.54,85,100,2.89,BR,2021-03-13 10:03:55
554,Khani,41.9563,42.9566,51.8,37,0,11.5,GE,2021-03-13 10:03:55
555,Gamba,-2.65,10.0,79.68,81,100,2.8,GA,2021-03-13 10:03:55
556,Esna,25.2934,32.554,71.6,37,0,6.91,EG,2021-03-13 10:03:55
557,Baruun-Urt,46.6806,113.2792,45.99,34,0,10.07,MN,2021-03-13 10:03:55
558,Merauke,-8.4667,140.3333,81.63,78,100,4.34,ID,2021-03-13 10:03:55
559,Kenai,60.5544,-151.2583,-13.0,84,1,5.75,US,2021-03-13 10:03:55
560,Yulara,-25.2406,130.9889,71.6,78,100,12.66,AU,2021-03-13 10:03:55
561,Muros,42.7762,-9.0603,55.99,69,91,14.0,ES,2021-03-13 10:03:56
562,Mandalgovi,45.7625,106.2708,51.46,20,23,9.82,MN,2021-03-13 10:03:56
563,Ushtobe,45.2514,77.9838,26.58,91,100,20.6,KZ,2021-03-13 10:03:56
564,Chimoio,-19.1164,33.4833,78.8,69,75,5.75,MZ,2021-03-13 10:03:56
565,Maxixe,-23.8597,35.3472,84.2,64,7,11.34,MZ,2021-03-13 10:03:56
566,Sistranda,63.7256,8.834,39.2,60,0,12.66,NO,2021-03-13 10:03:57
567,Ngunguru,-35.6167,174.5,63.0,90,16,4.05,NZ,2021-03-13 10:03:57
568,Kyzyl-Suu,42.3414,78.0056,48.97,54,96,2.21,KG,2021-03-13 10:03:57
569,Alice Springs,-23.7,133.8833,73.4,88,90,12.66,AU,2021-03-13 10:00:11
570,Talcahuano,-36.7167,-73.1167,51.8,100,0,3.44,CL,2021-03-13 10:03:57
571,Patiya,22.2931,91.9762,93.2,31,0,5.75,BD,2021-03-13 10:03:57
572,Bollnas,61.3482,16.3946,37.99,77,100,3.0,SE,2021-03-13 10:03:57
573,Kanbe,16.7053,96.0017,100.4,34,0,6.91,MM,2021-03-13 10:03:57
574,Hukuntsi,-24.0,21.75,85.44,32,0,17.38,BW,2021-03-13 10:03:57
575,Aksarka,66.5606,67.7975,-4.09,79,100,6.73,RU,2021-03-13 10:03:58
576,Sao Joao Da Barra,-21.6403,-41.0511,75.2,94,40,2.3,BR,2021-03-13 10:03:58
577,Popondetta,-8.7537,148.2534,77.07,90,100,1.5,PG,2021-03-13 10:03:58
578,Ipueiras,-7.0333,-40.45,70.03,93,49,5.86,BR,2021-03-13 10:03:58
579,Voi,-3.3945,38.563,89.42,35,6,7.67,KE,2021-03-13 10:03:58
580,Tigre,-34.426,-58.5796,68.0,88,79,2.3,AR,2021-03-13 10:03:59
581,Singkang,2.1006,102.7994,84.2,79,20,3.44,MY,2021-03-13 10:03:59
582,Corowa,-36.0333,146.3833,64.99,86,100,9.04,AU,2021-03-13 10:03:59
583,Ocna Sibiului,45.8833,24.05,45.0,81,75,3.44,RO,2021-03-13 10:03:59
584,Ivanovka,42.8878,75.085,30.2,93,90,13.42,KG,2021-03-13 10:03:59
585,Castelo Do Piaui,-5.3222,-41.5525,72.05,94,8,3.89,BR,2021-03-13 10:03:59
586,Isangel,-19.55,169.2667,78.8,83,90,17.27,VU,2021-03-13 10:03:59
587,Marzuq,14.4,46.4667,89.28,6,38,7.92,YE,2021-03-13 10:04:00
588,Lodwar,3.1191,35.5973,98.19,24,68,21.9,KE,2021-03-13 10:04:00
